Advertising Budget (USD),Store Size (sq. ft.),Customer Reviews (out of 5),"Seasonality (0=Off, 1=Peak)",Sales (USD)
5791.30611959097,4651.903128216074,1.1509892678697335,0,2115.4194395982668
16660.38142846262,2760.6731898744297,3.332780647532184,0,5554.098246718066
7456.6898705249905,1975.4779730821633,1.9198456616041368,0,3679.7273832645496
5978.222938903925,3817.095862804876,1.5925356880655324,0,112.3601676980893
11082.573621585845,665.2082456737999,3.6153198553107107,0,4568.350286316017
3248.0223870078717,2636.4605271964306,3.7248370312861954,1,11858.289349557901
16142.841124703773,2013.4552742165008,4.008619569030664,1,9441.317193362172
1953.737551755531,4642.411482961496,3.014307585354366,0,3463.735977696261
19744.295263710086,554.0136227270715,4.576218420815547,0,5089.480557403549
15558.77300128482,2987.6669407325708,4.745371013592911,0,955.3440112580538
4374.955789916362,3832.986114799817,4.229483759169957,1,9566.07162543113
607.6812839102467,2682.5809438581855,3.542373928032749,1,9229.99347241117
16401.497854869267,884.3136357322475,2.2148838143647547,0,2027.6581980610588
14283.718205028534,4876.07625512556,4.931779686480885,1,8434.213224065366
14715.639776799253,2831.0469411924405,2.0965446687677534,0,1127.7346768682662
15539.771760375941,3263.838099435551,1.8106276879617242,0,4181.268270240361
1943.870708814762,1564.744022183783,2.768616455146331,0,6842.154417124555
7490.081706613316,2675.7413829806173,1.2273622828495538,0,4420.247877650698
2759.4466607400295,2431.1727138124484,4.913977858687163,0,2411.8816363393103
17330.516804574072,837.0312890089268,3.3537342256656992,1,10946.255312775986
12654.31347313738,977.7215909636025,3.227808366656701,0,2553.7537205142617
6952.511484626659,4268.626338284485,3.6231851195988796,0,2891.6490955783484
1739.3878305774608,1579.189784929656,2.9880945911088266,0,2182.6965823937244
6564.1552734554125,1377.3122217438374,1.1282540683781663,0,2896.1419761966745
6841.0747795215675,2772.1015306256268,3.449245155361587,1,10765.247677848254
14727.32047759225,3959.3620911313083,3.8646955078257226,0,4484.186630968385
12932.370691426657,778.7593336054456,2.6669962424962126,0,3167.048481723605
17800.648480238367,3095.6356383721513,4.029182288284772,1,10909.65491153572
9708.191040658012,1036.44699278258,1.9080051973536825,0,3550.1327682907186
2832.0877957968833,664.0747287152831,1.885106364264736,0,4392.4436621459445
14408.273350848403,737.3477847299782,1.6456679507502958,0,-187.9153770310818
15335.3084480295,4253.738486937986,2.4879790391566474,0,3379.873910904942
11444.905352605176,1030.876176326277,4.388048141556334,1,7844.862180930764
15533.86000911394,703.1811398553137,4.311648248596257,0,5000.520313722254
10129.014129105619,2470.5494921431055,2.531296831854015,0,2634.8079527906366
10693.290172948884,4297.970623739111,3.3564749439209463,1,8883.599957237768
8837.049857991718,1680.8376942018588,3.8832652658996625,0,2759.248736462223
995.6729715098561,2397.7067788666236,1.964827098512092,0,-912.01470374994
2603.8828263694368,679.6513965368805,1.6725643435789883,1,2627.476459398392
1112.8691208913178,2520.8533136069414,4.888383972849244,0,4732.084186636268
12910.003019643718,3099.2588628671015,3.470229252838474,1,8315.712369412124
6629.94163098837,3069.0817418846514,4.9256628873346555,0,3966.666274114112
10417.128477711703,1995.9201147846431,2.3510239485289164,1,10556.895700373516
18197.546241558815,1919.8993129841099,3.812126799896526,0,3041.525724643527
5361.198468403061,979.8062852146904,1.8904145461649509,0,5011.738759567003
8502.46699919478,2150.592442908208,2.0448006850956517,1,10760.623372452068
15233.24720158945,947.726009928341,3.047608485078496,0,-73.5755682222266
4961.564227086638,3949.681751204232,2.278472502032285,1,7790.307266408641
2001.1082416614634,4848.234339866836,1.6704862553623379,1,6068.113372570766
6150.1533318184765,4865.335055000181,2.051522807957304,1,1632.729286213701
3643.8151014530863,4392.819947189272,1.1429935778634586,1,3523.7582257430704
18629.104220680176,3203.564672028286,3.8176944859099464,0,6363.09320460147
16258.347401506131,3653.89563759746,2.9684666283434464,1,12892.86041659323
12851.373251953257,1783.4261120618633,1.3769722656181025,0,3860.5657358554995
17493.481508660494,3338.4668907767928,1.6867759725139648,0,3275.4843307884807
16171.605499532732,2550.4229724794486,1.410138152450576,1,7227.062123614626
4138.116148277699,2669.0780289961963,3.450371233103506,1,12075.984430393542
17904.900470554567,3909.9945216882106,1.3768414544499752,0,6646.764772326749
11017.173717355188,1768.6326001876323,4.017129332140865,1,8429.675310964005
16245.08302569922,1931.1782526253394,1.0820436772815647,0,-2067.0517270015494
17973.780348508117,4660.888060078865,1.9975031519835684,1,3793.0350040681487
6701.067761951345,753.0093268293751,4.562666703567629,0,7556.542262521389
2646.012528289697,2685.354342860032,3.874125272488984,0,3966.0159042118967
4944.735669567863,4607.603601835378,1.2918733317027509,1,6997.746008135288
8828.601878211997,3246.6335351817065,4.284504417940719,0,1209.5651966415262
16451.287935488617,2958.8318339545945,2.972140486160819,0,2347.5036940374093
17284.246373498696,1623.8488065320985,4.387132108675317,1,9692.85977567933
635.5665453582187,2044.7397007900172,3.4029590978015736,1,8891.308985813426
10459.572400262532,4334.217871121118,3.727332128131435,1,8539.811027739466
8639.514561401189,3016.481592958062,4.974006241582833,1,8391.659204909369
4831.10230417924,2816.3398719055094,1.9293421836960727,1,5658.090111138099
2837.374663006815,948.1087109301302,3.4957822990455534,0,6073.259778308962
7083.495842370745,572.1267040480541,2.8412855602295934,0,3696.4721256360913
18886.739226294125,4836.583349091721,1.1578078116907657,1,8423.19005389841
6802.457174404727,2196.4377527907873,1.0578825660114601,0,-355.8134419671471
10616.41712399564,3214.4587794477693,1.4769143112714347,0,-3835.622627741077
14208.869698455968,858.7178293427825,3.5963669621541925,0,3277.776189894854
7590.777246396233,3574.0142857537094,3.268652351653569,0,1986.5303908374617
19449.75061305873,4696.5501891768245,3.2137182446549097,0,4978.161316347541
19267.722251371168,3090.4936384883886,1.1274270501130403,1,13724.07046281505
5409.754768594601,1067.5189506893475,2.877211985440028,1,9559.382138120056
10196.345864901516,3117.746873630645,4.698491271370115,0,10742.58382085478
6367.127041427008,3948.5624589709355,2.5903674772425864,0,4125.234469172253
6054.389640360619,2328.874414583084,3.4996898791538253,1,7589.214374318088
1219.2954734133896,4459.269865736605,4.119274702492574,1,9965.257029719742
12386.504512607988,3419.07329010814,4.13570111656755,1,13384.68500695553
10302.240952962798,4546.620132301411,3.0771203295810854,1,12342.28997251773
1503.8356493747924,3305.7739006130173,4.431807781609345,0,3422.440306004187
5933.606052613923,1090.795874021709,2.565512373454988,1,8390.375984964716
18211.184776349746,1893.612699973351,4.554772859139193,1,7644.670592613858
5171.456868005962,1408.077267136056,1.9609086655821812,0,3896.98030370806
3325.4500057788505,4589.7192397258805,2.120865627962284,1,10485.641911157532
10044.328825412478,3921.800302793672,1.2124824967960044,1,6872.733852354534
19720.183855156713,3543.7926600950273,4.1823273461691315,1,8904.444283408611
5220.077794474258,1854.3484383422976,2.6682209449308223,1,8686.573705976507
13606.643174414632,1328.2014742259607,1.9164664556455961,1,8458.28070657718
15351.582498909993,3904.0298959501033,1.9271611104663187,0,2935.108497030061
5133.932107851793,2633.7107564558587,4.605599764916933,0,5272.400834110546
14700.218797931262,1516.052984677831,4.335666401844147,0,4753.368700495525
7671.771088025438,3274.798901743738,3.2141235414287332,0,5655.117930317692
12829.9636965748,681.5023346230339,3.4644432016628843,0,5592.026323514339
12853.829359837448,1967.7661435771408,2.897302282201164,1,6613.1427787762805
10947.60633945779,2608.506475660106,2.5666661715152355,1,6145.035411684138
2260.650516060962,1165.8125034923264,4.661907524873326,1,9289.507466693096
16788.39866399014,4930.945149158778,1.5024508140812083,1,8914.16389847425
6755.211266948849,1440.938140653264,2.673787158864912,1,8336.48131280705
4137.110952797158,1086.589085194695,2.3782476319515014,1,6320.534141049942
1295.1152603178964,1415.9069324910338,2.9926028810045935,1,8608.71397612197
12022.412392170716,3960.775099218759,2.8305274981807003,1,7849.242580729068
13712.505055924506,2414.7754667232925,3.0755581266043257,1,10570.45180918328
823.4626640931949,3044.371728886421,1.5596759089079764,1,7327.85334682446
10485.81463683598,594.5412064386234,3.0525660060531083,1,7958.191187119392
4916.66761635979,654.9408885799155,1.9696752555488435,1,7691.644998231354
13080.869412984272,2506.2149742215724,1.737325395952765,1,10071.589285134814
3900.1453655973332,4174.948594407306,1.259336875144765,0,398.58296222002264
13973.285892998087,4483.574954184043,4.050610235024564,1,10644.259992052472
8041.339252860479,890.179554180381,2.70976768342624,0,2988.7175562208795
18766.23478036632,2922.6339594546025,3.5065747332470334,1,10357.30651917864
3181.6584108468683,4609.533588256717,3.9103733732189734,1,7852.517082334991
7150.7938454800405,2245.8773947904883,3.717266661254214,1,9340.394767742777
2712.7336641914867,4233.046241427659,2.882002876358729,0,5317.947049230459
18531.525556431974,1101.630444797463,2.5515941158069193,0,1626.189040032253
17608.11739092913,4709.275203505094,2.503839638562655,1,5819.62080552905
5529.861740445534,3881.404928890862,3.5601951877202254,1,6331.405244346392
13369.68889766649,4736.004767541058,2.9791774197674936,1,6401.056899601262
16435.832903923707,3544.777550986279,4.3965289919540425,1,11479.862763955283
11326.415826189515,2135.3176939974214,4.498807937306848,0,2296.1157107653416
10828.186277942126,4721.815276361251,1.6822415120260739,0,1722.2964419633436
5216.119672558808,1740.0504933913032,1.5449346061829026,1,8077.120206300085
2315.5039722150345,1994.7763492777965,3.521603704143998,0,4510.592550837493
17995.70728008987,3653.6378810078313,2.2049029922491177,0,2406.6431539487976
18058.152114684945,3943.923347864238,1.0742828750603954,1,7437.916411262139
12845.478416828724,4682.315677321192,4.554570677451821,1,10504.781571314817
7111.0809254496635,1421.6108407529427,1.907603068975233,1,6843.107420966402
7309.586704946887,4090.9911584865076,4.717122606743237,0,4742.752327851152
14656.135737969667,3823.4572402863355,3.8697378035130146,1,14149.868604731146
17993.650069075255,787.0755031411904,4.050613959645937,0,6584.659781025125
17798.185273169787,2242.5041354459313,1.8058459831726417,1,12701.907164564334
15707.573144223665,1772.4445567704436,1.9367777024672517,1,6763.678984972841
13019.61710000861,1870.2069095931367,3.085071015296263,0,3603.522814712261
2140.729317403452,4923.260957996154,1.6883994105994486,0,-770.3504349237505
3651.7599248449683,3392.4983606596757,2.221726770732129,0,853.0311300084263
18021.806676278044,3729.542710070748,2.285849911791218,0,7065.357397131537
12325.366663362003,4894.779367917541,1.6385197330110564,0,1308.6150738539945
679.3425065242782,2197.408021059374,1.820731333580643,0,5737.209219616963
2478.695085887626,4108.280758037627,4.154207368033026,1,6873.583216128379
13438.284497607088,2455.389334870229,1.6687834181890735,0,282.86736162027864
598.7008850012644,4412.901523167409,1.11382956737569,0,549.560200042259
3635.7570026412236,1312.9589359008642,3.5174197705157537,1,8597.966956007476
11200.308892648429,4764.587796789258,4.9039324775698,0,7405.414263038266
13991.956355007518,1484.4726878489587,2.3248552584924855,0,3955.683364372373
13213.24456030071,1967.992281414192,1.4746228127850092,1,6342.0143717402725
4873.251534480916,3902.8650534805124,3.281549301470123,1,8336.637566227568
14387.494816276949,2271.89813704433,4.625416844382585,1,9752.103708367918
5126.357206187601,3236.95119544901,4.136247119313915,0,2627.9965328808157
6845.294114105721,2500.5807548124285,3.490063473650864,1,7106.4139212491555
15056.582399801471,3840.6647169040184,2.2602259864303975,0,5145.636183625371
13167.841531420687,1527.4906356587487,3.16752069310488,1,5200.13272653481
17059.85650463647,763.0609425659466,1.3649793652170215,0,5467.950804190274
13323.451399856696,1849.682288628798,3.71578169712268,1,8732.959461683626
11582.017765041697,2634.388991907936,3.9003840755906034,1,7987.155530896527
2326.657972647803,1256.0902348670536,4.860126491639676,1,11481.099776363946
7670.458159658953,2096.587803453749,2.0415894349802866,0,5437.477267326543
5671.446169793646,2299.9235823210583,1.0738256761720906,0,3638.661339516109
5257.79804589213,758.2632965972309,3.1824338577086024,1,9464.193124654936
19473.70581767269,3124.8826168289206,3.827162017587258,1,12037.071940251142
8165.405631001828,4479.545425870794,4.161629903531952,1,6226.495939311728
17894.90782595371,1182.843108288736,1.7749557320992424,1,6649.696902586406
12807.203206946626,3190.136060306813,2.0470114761480946,0,928.8342376518731
15998.820419062144,3491.326422098808,3.0503637010691853,1,11369.40871289462
10301.423315551247,2387.0060618867974,2.3224032398800074,1,7118.258489047532
11749.625750214003,3654.939143139215,4.44204594634978,0,6793.4391302873755
10104.095029467846,2348.291945709554,2.895040614954881,0,4518.92509031974
4307.238262061868,2770.867795898457,4.198314576408012,1,7744.479973101712
14587.816247599354,533.0887004949215,3.322479041929415,1,7888.615208366711
5975.061067596688,3612.7405136060997,4.092360566468448,0,7051.003811749857
974.1613454133499,3476.04205525126,2.3306919461212954,0,897.9555571281614
13086.709770189773,672.8039479685506,4.325666487721245,1,10243.193275581063
3953.6582484374544,2157.1254832780987,2.0982892622040863,0,774.0321116386308
18838.94239488183,4905.643283562503,3.184395232013163,0,3596.550843596784
19101.607251550453,2393.3145315587753,1.8560284526954969,1,7766.651217964251
18339.855609298746,2758.754323093288,2.9021060865047734,1,7308.540932836594
7718.094654981166,4594.685711718734,2.2727008380348126,0,829.605377050482
801.4040223129148,3727.678441395904,2.066813722548857,1,7753.984166047306
18602.211970460645,3119.315590059006,4.86794007211215,1,9170.962164854009
8849.590892187629,4090.1210660348265,1.6402964219469225,1,5543.263276479655
19349.768971351557,4389.64819905188,4.149303349829581,1,8326.478474974254
19290.589553240432,2555.9963228177007,4.93665983793286,1,10796.4931493886
17133.684381613522,2637.9876421932595,1.0796059349603113,0,3876.4531756845354
6241.753395356921,2237.229210433261,3.79610965616838,0,7165.999182769425
8009.405707737543,4850.1776300830725,2.0116472222251485,1,6057.28488822613
17097.165094578708,3637.2481443065767,1.1619512973132178,1,11390.176101590707
6679.979100547414,874.5037979363253,2.611558315826523,1,5953.637625399028
3805.1085603788033,4383.318304908583,4.7408712406835,0,7185.890081456351
11357.624617937829,2662.519733763206,1.0470603774679907,0,224.79909500926124
18755.018096135227,809.3925789011936,3.3515427677191267,0,2563.634984363892
14072.581035161973,2973.7276482349,3.0055859143812973,0,2279.1772055353167
11616.192816742618,2377.2392553906593,4.49353665748419,1,10016.995684130896
2394.9416285299867,4449.872321881812,1.3360068580825026,1,7704.695728013859
12492.64092063381,1417.9757162422432,3.7261041195466014,0,5718.831755712781
19806.050077033135,4219.090742714823,3.720438793733109,0,2907.153081743286
3231.6382971122184,3009.5991103345373,3.676320067449133,1,6918.7753894888965
10607.428221092867,745.7463644606107,4.769337979740148,1,8481.34693135691
17608.77490259513,4873.303855964681,4.292350116027522,1,10047.54613350555
14944.988046206987,2806.7685984643995,1.167890904974024,1,6550.964470871912
14091.806949407726,1808.9458440421213,2.8843314028180527,1,6724.749743029692
14198.43963774863,2612.3307889516614,2.591812224805334,0,3893.188210598287
7510.077448785226,4360.360025828701,2.2405888843632082,1,12228.437573989679
6225.04096315762,1872.0640597327858,2.805346900616389,0,2144.609306298623
16282.542531831015,1367.0437841901514,2.53677673970391,0,2511.2210995721966
16297.211196244025,1080.8206111889665,2.7293355995146613,1,9685.135712199379
17407.91021231202,1840.3672927559505,4.91704746243457,0,4706.6177354317
18308.19077485119,4010.2163916801956,1.354531898998323,0,3688.074729010851
10471.176777788287,2622.3186433786777,4.688923479354919,1,8827.843277553826
10279.567746400393,1523.66721662093,2.920946853884107,0,7129.637800691147
16066.755989852116,1247.8324982438712,3.4949689819981646,1,10012.813376640239
13174.296650166421,1997.282644296706,4.3207318664707755,1,8779.346453711607
14188.354106525216,4729.65967798569,2.441852116597022,0,2068.479616544449
16017.957054003971,2043.6202066551098,2.7216876323518675,1,7535.8583837690985
17855.104165442543,4946.558341795859,2.638073921114856,1,11375.259628720647
7090.905558604948,2683.5370509441027,2.4989240901430394,0,369.63809388960226
7823.867576478909,1306.237632305679,4.70211728658758,1,8783.552077138627
2332.6478268969454,4510.130413070792,4.315719564772048,0,3399.2334505274594
11776.462749425393,2571.599179106721,1.4359999594519044,0,2044.879146991433
1200.8743390364707,3693.52104577036,1.4324934099083841,1,6024.188162482026
9579.161353582973,4926.702124441183,2.7114780594119647,0,306.51450679901154
11081.570376797745,725.789076439883,1.3946295069312362,1,6163.578440108986
6087.554416501546,935.1255190440521,3.4763723810844787,0,3600.3512459205003
12021.24858109571,3742.055336582403,1.5747664290469356,1,5994.474294673802
1094.7548738114638,1768.212514829624,3.0894930558672042,1,9553.146027949699
1228.289680609681,1329.3562862754457,1.028879788014871,0,2955.6982552781583
16540.710932863338,677.1284591887827,2.266385393650587,0,2950.190110018744
7523.717507519626,598.3102039379081,3.7087628946906217,1,9557.99814784682
2977.679996711753,3985.185214039059,2.9361557609113937,1,3842.631470329221
10683.743571068686,1104.9504231629749,4.913077943995953,0,4627.158586688984
15514.874285422911,2604.742771870179,4.496415184264843,1,12333.897137489219
4708.5100361884415,3226.5356683076734,2.436283116172605,1,6889.366164989626
12646.364278470504,2427.583102559808,1.1819461658890984,0,388.2926890798981
2164.275567378476,621.979935513049,4.382505200460075,0,9058.536429601121
1507.79356278785,4025.75676164559,4.644937241258686,1,13438.9964350226
10861.415315578886,547.3095104374407,4.282509573676148,0,5771.676354628155
11042.384871397076,3928.504524698678,1.5117997636790594,0,4420.310320702982
12929.883079215027,4519.870222046552,4.991660537649151,1,6276.681260134677
14658.7810075919,2447.7796447572755,2.0343368862110953,0,1241.128648228423
19529.115549519425,2909.941128940092,3.8968196512334803,0,3991.55850494195
10567.856791873308,2646.425266779442,4.632139505342886,1,9741.500652538249
6797.651222354296,2251.4387838054745,1.9427484573228377,0,1347.7717521687368
16006.130797989721,4493.410409166621,4.633034218708264,1,5423.156383758389
5781.228899610447,4522.700798014957,2.237926316779468,0,3389.491015137409
9059.942703759903,2011.1736408869053,4.905652889536224,0,6486.1817541031705
2029.8994361741861,3267.8138930661407,2.1250400815218984,1,10495.688914371893
994.3394966014214,4671.084029656388,4.813743299031341,0,3380.2634249046123
19271.644086219538,4829.263245236082,1.2141786035706996,0,534.0197572265943
16801.612349988012,2790.315681899214,3.837088046679252,0,-626.9939941123002
14071.49701882711,2537.7116237794708,3.128444535348015,0,3295.6399455831875
8474.582416078263,1754.124421678366,2.9115083084909226,0,5172.543479852747
3879.239241381493,4814.923429356845,1.89397725702336,0,960.7019632941328
3550.522332086178,1142.664370127903,3.822383159105968,1,13309.652200200133
5379.736514209609,3109.2330922147626,1.7632379657852284,0,1581.2197817609567
11209.919961769348,1771.476203833875,3.211367183939073,0,4101.27727468133
14434.620492651216,1755.5373065650847,2.012981452161003,1,5043.617061761679
13373.848845995759,2322.358643192848,4.822485519125424,1,11112.065824639627
5958.710990445886,4994.5682111704455,1.1145247753426113,1,2553.7120993829244
19119.872972932284,747.3483807791993,1.7989131204449462,0,4157.249646733434
14888.989875567486,3103.4381819158916,1.969242425549791,1,9224.617035437308
11309.904023972313,871.5747111587473,2.6562713030712657,1,10957.780847166077
12428.554551569869,1195.3437349573355,1.9309209674802141,0,536.3181322224768
8682.201217341903,2478.033237978044,2.965396361075141,1,8770.191323296636
5330.754295272571,2797.070591058986,4.489862093034156,0,5939.974338391972
7441.467233699601,1664.565837640358,3.848253685636683,0,5138.18164073509
15277.999154055198,1924.0570889348728,3.319847922140444,0,2391.630471352199
780.6730282802394,891.3515911516988,1.3560127119307186,0,-3371.090383944516
2763.4164898848667,1864.4890272991274,3.7759684335571024,0,4645.34963236629
1397.0515194241787,4849.512977212448,1.6656571372437594,1,6527.5006161393785
1294.2116452199175,4751.183217526168,4.145469543846792,0,3171.8626045354304
17181.48138821464,2006.9523056164326,2.0002270340406128,1,9427.330876994607
14221.328257910462,3068.842713254427,2.6681949132836036,0,3350.799104135349
9746.38966720284,4593.17925999925,2.4018808092717117,1,5342.673772296241
2407.766132694529,527.827201884035,4.435255658699427,0,703.2959311793911
10086.509564778231,4148.076066519163,1.5061778348536325,0,-164.4616958434035
9732.69953022103,4767.662987550136,3.2625795295391544,0,8630.592355334782
3877.436463245296,910.9658045010068,1.568246437772249,1,8225.89112489008
8960.107160140475,1226.5145871481445,3.8191833445287466,1,9668.943678228758
8270.842320748783,4823.358362471099,4.620312511177925,1,9766.999940093177
12509.076912018221,2918.9306463815583,2.7384306154690137,0,2927.4771941026847
12884.326191919054,563.8848551227567,2.9523690410599035,0,5942.255014476501
1383.4281905548683,1659.3439944358813,4.7096913459310485,1,8830.858151540648
7804.945985216189,2524.7465342098685,3.0839655545974285,0,4678.548605911021
12704.268356427609,3618.0900996114547,2.9503937521982437,1,7961.113071428665
10311.15704231171,3799.2217016155982,3.3133164108172166,0,7785.171960635239
17201.551903172283,4979.396808164553,3.7569189454518077,1,11201.16149193032
13344.525816569427,1793.8003972269155,1.4275335003481255,1,9621.749428488387
3677.221328087879,2921.9904584081387,4.284442110966064,0,3357.9234371621437
1876.090574308382,2899.9559653682227,2.742020109813037,1,10010.095982970664
13027.175925023155,2325.403667512569,1.2893940395899421,0,1362.10605840197
1016.9705555616254,1261.2285222908909,4.144730676792852,0,4440.87342288245
11922.623834832535,4898.554534327292,2.5077998867450884,0,6471.997510412178
18834.489707786674,4339.927339999637,1.4014699803802158,1,5344.442899056703
11721.74646857964,2742.4986273240675,3.535116158173002,1,9582.548916759268
8069.3135610271775,3214.604402078134,4.520525413734567,1,10864.293696864943
13044.120259625886,1522.6747410184803,4.551014037655945,0,6273.68230705923
9435.931364584574,2947.041816762861,4.830653899235893,0,4459.822317613448
11139.527391660731,3627.3655990466414,4.470821839066752,1,14272.873722246884
18858.563771142242,2818.2516277396494,1.008563677381901,0,-582.0068721867146
8029.001437115098,4956.283267632236,2.520964665653561,0,5939.311180126899
19243.215994566326,3251.0374531147677,4.274170319622012,1,12731.483079595902
18154.337518143242,2169.3817066647607,2.465012023993897,1,12217.894113241724
4317.92712839128,3974.6841242712717,3.4061940255188246,0,525.1298670081737
1852.5453670657264,1267.0813021173892,3.425267789498128,0,1805.5737081143413
2465.17102685982,2230.321161678199,2.460101216155292,1,10611.85230905513
855.3256002052196,2061.315276699136,4.6178957091251505,1,5947.809985408776
2341.6377347406037,2443.1319279849977,3.0129133815444704,0,-34.05989523962717
13818.632081618958,4018.0092166792683,2.859136823750003,0,2653.813038741553
1888.1786449744652,2678.7786447353337,4.9900549826475835,0,5522.027065035548
6720.024790728346,4073.065026196832,2.9740014562904666,1,11575.91414364837
16975.068563904362,3094.2000641293967,1.7135930077143242,0,2253.6986073314138
953.8027468486043,2039.3124559589992,3.052277691453752,0,1924.275781786284
16382.135410484248,4144.904346575626,4.25606694207972,0,5780.851674928299
5996.168108081299,1572.3035174889121,4.107441307593126,0,5377.888749935772
2804.214138622297,1509.7234090990796,4.154327060433884,0,5207.211879887523
14086.374724600937,2770.263158246761,3.832095135991647,0,4235.8467194839395
12764.385512207738,1673.8216068294,2.016871316266753,1,3778.3947961774284
17610.704263777534,540.8916572804734,4.448336343360926,1,8504.457411482748
14833.885354175773,3417.338872844607,4.57377386150506,1,13224.357077205666
16167.878142504547,2799.922196625791,1.7766107864741962,0,3015.1410134851394
5999.674165140476,2504.8301652192254,1.5218225462055757,1,6226.858619552871
3960.071103704595,4851.358315782419,4.902419874356449,0,7433.787692605276
15136.987656996738,3070.3963278331116,4.473295854601472,0,3031.319899270074
16233.277415711647,4385.442100052231,4.572944588839787,0,5021.621034200399
19814.850269013128,1127.5260629232207,4.545505538497581,0,5834.315383554776
8546.044699772818,3061.4290840824247,3.1667472961349135,0,2772.5231062159446
7754.352672959272,4405.908320289063,3.585606946663199,1,9262.968392520143
